T:	[01:18:54:295811]	*IDN?	R:	[01:18:54:506763]	ROBOT_PREMO, V1.0
T:	[01:29:12:673927]	STATE?	R:	[01:29:12:679222]	3
T:	[01:29:12:979555]	STATE?	R:	[01:29:12:984767]	3
T:	[01:29:13:290419]	STATE?	R:	[01:29:13:290810]	3
T:	[01:29:13:593205]	STATE?	R:	[01:29:13:593331]	3
T:	[01:29:13:914760]	STATE?	R:	[01:29:13:914904]	3
T:	[01:29:14:218041]	STATE?	R:	[01:29:14:218171]	3
T:	[01:29:14:524622]	STATE?	R:	[01:29:14:524753]	3
T:	[01:29:14:830197]	STATE?	R:	[01:29:14:830331]	3
T:	[01:29:15:138325]	STATE?	R:	[01:29:15:143540]	3
T:	[01:29:15:444317]	STATE?	R:	[01:29:15:449554]	3
T:	[01:29:15:750508]	STATE?	R:	[01:29:15:755729]	3
T:	[01:29:16:056677]	STATE?	R:	[01:29:16:056803]	3
T:	[01:29:16:362820]	STATE?	R:	[01:29:16:368238]	3
T:	[01:29:16:679363]	STATE?	R:	[01:29:16:679499]	3
T:	[01:29:16:985779]	STATE?	R:	[01:29:16:996672]	3
T:	[01:29:17:297700]	STATE?	R:	[01:29:17:303184]	3
T:	[01:29:17:603842]	STATE?	R:	[01:29:17:619564]	3
T:	[01:29:17:909997]	STATE?	R:	[01:29:17:915267]	3
T:	[01:29:18:229461]	STATE?	R:	[01:29:18:234933]	3
T:	[01:29:18:531470]	STATE?	R:	[01:29:18:536941]	3
T:	[01:29:18:838314]	STATE?	R:	[01:29:18:838455]	3
T:	[01:29:19:140861]	STATE?	R:	[01:29:19:141162]	3
T:	[01:29:19:442746]	STATE?	R:	[01:29:19:443808]	3
T:	[01:29:19:754273]	STATE?	R:	[01:29:19:754405]	3
T:	[01:29:20:086039]	STATE?	R:	[01:29:20:091368]	3
T:	[01:29:20:409394]	STATE?	R:	[01:29:20:414635]	3
T:	[01:29:20:711557]	STATE?	R:	[01:29:20:711703]	3
T:	[01:29:21:032336]	STATE?	R:	[01:29:21:032479]	3
T:	[01:29:21:368783]	STATE?	R:	[01:29:21:368998]	3
T:	[01:29:21:674368]	STATE?	R:	[01:29:21:679603]	3
T:	[01:29:21:980329]	STATE?	R:	[01:29:21:985649]	3
T:	[01:29:22:294434]	STATE?	R:	[01:29:22:294588]	3
T:	[01:29:22:322034]	MoveFromHiPotToLCR	R:	[01:29:22:539996]	ACK
T:	[01:29:22:854345]	STATE?	R:	[01:29:22:854490]	3
T:	[01:29:23:162941]	STATE?	R:	[01:29:23:168184]	3
T:	[01:29:23:464926]	STATE?	R:	[01:29:23:470156]	3
T:	[01:29:23:773939]	STATE?	R:	[01:29:23:779230]	3
T:	[01:29:24:075403]	STATE?	R:	[01:29:24:080635]	3
T:	[01:29:24:377721]	STATE?	R:	[01:29:24:383128]	3
T:	[01:29:24:683943]	STATE?	R:	[01:29:24:684084]	3
T:	[01:29:24:988344]	STATE?	R:	[01:29:24:988828]	3
T:	[01:29:25:294575]	STATE?	R:	[01:29:25:294711]	3
T:	[01:29:25:606662]	STATE?	R:	[01:29:25:611960]	3
T:	[01:29:25:911587]	STATE?	R:	[01:29:25:921950]	3
T:	[01:29:26:212637]	STATE?	R:	[01:29:26:218038]	3
T:	[01:29:26:518619]	STATE?	R:	[01:29:26:529036]	3
T:	[01:29:26:826694]	STATE?	R:	[01:29:26:837020]	3
T:	[01:29:27:130960]	STATE?	R:	[01:29:27:136245]	3
T:	[01:29:27:436358]	STATE?	R:	[01:29:27:447651]	3
T:	[01:29:27:744020]	STATE?	R:	[01:29:27:754484]	3
T:	[01:29:28:045139]	STATE?	R:	[01:29:28:045274]	3
T:	[01:29:28:351100]	STATE?	R:	[01:29:28:351294]	3
T:	[01:29:28:653797]	STATE?	R:	[01:29:28:659018]	3
T:	[01:29:28:956809]	STATE?	R:	[01:29:28:956953]	3
T:	[01:29:29:262445]	STATE?	R:	[01:29:29:267765]	3
T:	[01:29:29:568435]	STATE?	R:	[01:29:29:574079]	3
T:	[01:29:29:870907]	STATE?	R:	[01:29:29:871084]	3
T:	[01:29:30:174098]	STATE?	R:	[01:29:30:174272]	3
T:	[01:29:30:476299]	STATE?	R:	[01:29:30:481529]	3
T:	[01:29:30:784230]	STATE?	R:	[01:29:30:789522]	3
T:	[01:29:31:087439]	STATE?	R:	[01:29:31:087762]	3
T:	[01:29:31:390494]	STATE?	R:	[01:29:31:400890]	3
T:	[01:29:31:696033]	STATE?	R:	[01:29:31:696364]	3
T:	[01:29:32:009890]	STATE?	R:	[01:29:32:010047]	3
T:	[01:29:32:316037]	STATE?	R:	[01:29:32:316199]	3
T:	[01:29:32:637771]	STATE?	R:	[01:29:32:638007]	5
T:	[01:29:32:968674]	STATE?	R:	[01:29:32:973919]	5
T:	[01:29:33:270176]	STATE?	R:	[01:29:33:270322]	5
T:	[01:29:33:579520]	STATE?	R:	[01:29:33:579681]	5
T:	[01:29:33:881662]	STATE?	R:	[01:29:33:881821]	5
T:	[01:29:34:192917]	STATE?	R:	[01:29:34:203491]	5
T:	[01:29:34:208779]	DUT_SERIAL_NB?	R:	[01:29:34:381491]	22\07\0912365

T:	[01:29:34:698061]	STATE?	R:	[01:29:34:698192]	5
T:	[01:29:34:718994]	MoveFromInpToHiPot	R:	[01:29:34:819373]	ACK
T:	[01:29:35:123042]	STATE?	R:	[01:29:35:123276]	5
T:	[01:29:35:429123]	STATE?	R:	[01:29:35:429351]	5
T:	[01:29:35:730732]	STATE?	R:	[01:29:35:730861]	5
T:	[01:29:36:036173]	STATE?	R:	[01:29:36:036349]	5
T:	[01:29:36:342477]	STATE?	R:	[01:29:36:342682]	5
T:	[01:29:36:647959]	STATE?	R:	[01:29:36:660409]	5
T:	[01:29:36:977139]	STATE?	R:	[01:29:36:982535]	5
T:	[01:29:37:285444]	STATE?	R:	[01:29:37:295869]	5
T:	[01:29:37:588505]	STATE?	R:	[01:29:37:593833]	5
T:	[01:29:37:891736]	STATE?	R:	[01:29:37:896982]	5
T:	[01:29:38:198105]	STATE?	R:	[01:29:38:213790]	5
T:	[01:29:38:504693]	STATE?	R:	[01:29:38:509922]	5
T:	[01:29:38:831176]	STATE?	R:	[01:29:38:836564]	4
T:	[01:29:39:132740]	STATE?	R:	[01:29:39:148374]	4
T:	[01:29:39:441889]	STATE?	R:	[01:29:39:465283]	4
T:	[01:29:39:753035]	STATE?	R:	[01:29:39:753220]	4
T:	[01:29:40:059159]	STATE?	R:	[01:29:40:064410]	4
T:	[01:29:40:369658]	STATE?	R:	[01:29:40:380061]	4
T:	[01:29:40:674381]	STATE?	R:	[01:29:40:674521]	4
T:	[01:29:40:980536]	STATE?	R:	[01:29:40:990841]	4
T:	[01:29:41:286260]	STATE?	R:	[01:29:41:286400]	4
T:	[01:29:41:591820]	STATE?	R:	[01:29:41:602321]	4
T:	[01:29:41:895560]	STATE?	R:	[01:29:41:895698]	4
T:	[01:29:42:200353]	STATE?	R:	[01:29:42:200488]	4
T:	[01:29:42:505541]	STATE?	R:	[01:29:42:510824]	4
T:	[01:29:42:810841]	STATE?	R:	[01:29:42:826461]	4
T:	[01:29:43:111965]	STATE?	R:	[01:29:43:117328]	4
T:	[01:29:43:416951]	STATE?	R:	[01:29:43:417130]	4
T:	[01:29:43:721344]	STATE?	R:	[01:29:43:726570]	4
T:	[01:29:44:022883]	STATE?	R:	[01:29:44:028309]	4
T:	[01:29:44:325629]	STATE?	R:	[01:29:44:336438]	6
T:	[01:29:44:638317]	STATE?	R:	[01:29:44:638520]	6
T:	[01:29:44:941070]	STATE?	R:	[01:29:44:941279]	6
T:	[01:29:45:251506]	STATE?	R:	[01:29:45:256767]	7
T:	[01:29:45:277308]	MoveFromLCRToNoGood	R:	[01:29:45:561271]	ACK
T:	[01:29:45:861071]	STATE?	R:	[01:29:45:871316]	7
T:	[01:29:46:162170]	STATE?	R:	[01:29:46:167402]	7
T:	[01:29:46:468132]	STATE?	R:	[01:29:46:488737]	7
T:	[01:29:46:770656]	STATE?	R:	[01:29:46:775879]	7
T:	[01:29:47:076613]	STATE?	R:	[01:29:47:076754]	7
T:	[01:29:47:382901]	STATE?	R:	[01:29:47:388122]	7
T:	[01:29:47:685458]	STATE?	R:	[01:29:47:695760]	7
T:	[01:29:47:987831]	STATE?	R:	[01:29:47:987992]	7
T:	[01:29:48:292116]	STATE?	R:	[01:29:48:292268]	7
T:	[01:29:48:598758]	STATE?	R:	[01:29:48:604118]	7
T:	[01:29:48:905843]	STATE?	R:	[01:29:48:905986]	7
T:	[01:29:49:216327]	STATE?	R:	[01:29:49:216520]	7
T:	[01:29:49:522517]	STATE?	R:	[01:29:49:538012]	7
T:	[01:29:49:823981]	STATE?	R:	[01:29:49:829209]	7
T:	[01:29:50:129589]	STATE?	R:	[01:29:50:129782]	7
T:	[01:29:50:441030]	STATE?	R:	[01:29:50:441188]	7
T:	[01:29:50:743927]	STATE?	R:	[01:29:50:744081]	7
T:	[01:29:51:050110]	STATE?	R:	[01:29:51:061315]	7
T:	[01:29:51:352636]	STATE?	R:	[01:29:51:368277]	7
T:	[01:29:51:659695]	STATE?	R:	[01:29:51:675276]	7
T:	[01:29:51:961659]	STATE?	R:	[01:29:51:961929]	7
T:	[01:29:52:265803]	STATE?	R:	[01:29:52:271034]	7
T:	[01:29:52:567909]	STATE?	R:	[01:29:52:573131]	7
T:	[01:29:52:872885]	STATE?	R:	[01:29:52:898571]	7
T:	[01:29:53:176983]	STATE?	R:	[01:29:53:177139]	7
T:	[01:29:53:481348]	STATE?	R:	[01:29:53:486784]	39
T:	[01:29:53:833736]	STATE?	R:	[01:29:53:834001]	39
T:	[01:29:54:139470]	STATE?	R:	[01:29:54:150231]	39
T:	[01:29:54:450473]	STATE?	R:	[01:29:54:450680]	35
T:	[01:29:54:773248]	STATE?	R:	[01:29:54:773392]	35
T:	[01:29:55:075765]	STATE?	R:	[01:29:55:107055]	35
T:	[01:29:55:382014]	STATE?	R:	[01:29:55:382199]	35
T:	[01:29:55:688190]	STATE?	R:	[01:29:55:693437]	35
T:	[01:29:55:992920]	STATE?	R:	[01:29:55:993098]	35
T:	[01:29:56:297949]	STATE?	R:	[01:29:56:308344]	35
T:	[01:29:56:609407]	STATE?	R:	[01:29:56:609559]	35
T:	[01:29:56:926223]	STATE?	R:	[01:29:56:926379]	35
T:	[01:29:57:237743]	STATE?	R:	[01:29:57:254312]	35
T:	[01:29:57:546131]	STATE?	R:	[01:29:57:546340]	35
T:	[01:29:57:848275]	STATE?	R:	[01:29:57:853551]	35
T:	[01:29:57:858845]	MoveFromHiPotToLCR	R:	[01:29:58:077414]	ACK
T:	[01:29:58:381729]	STATE?	R:	[01:29:58:381870]	35
T:	[01:29:58:687841]	STATE?	R:	[01:29:58:687980]	35
T:	[01:29:58:992447]	STATE?	R:	[01:29:58:992587]	35
T:	[01:29:59:307947]	STATE?	R:	[01:29:59:313180]	35
T:	[01:29:59:614144]	STATE?	R:	[01:29:59:614285]	35
T:	[01:29:59:925560]	STATE?	R:	[01:29:59:930787]	35
T:	[01:30:00:229001]	STATE?	R:	[01:30:00:234311]	35
T:	[01:30:00:530910]	STATE?	R:	[01:30:00:531073]	35
T:	[01:30:00:837028]	STATE?	R:	[01:30:00:847620]	35
T:	[01:30:01:148446]	STATE?	R:	[01:30:01:153667]	35
T:	[01:30:01:453159]	STATE?	R:	[01:30:01:459297]	35
T:	[01:30:01:771438]	STATE?	R:	[01:30:01:771599]	35
T:	[01:30:02:085831]	STATE?	R:	[01:30:02:086025]	35
T:	[01:30:02:397193]	STATE?	R:	[01:30:02:407474]	35
T:	[01:30:02:699906]	STATE?	R:	[01:30:02:710199]	35
T:	[01:30:03:005246]	STATE?	R:	[01:30:03:005393]	35
T:	[01:30:03:311344]	STATE?	R:	[01:30:03:311475]	35
T:	[01:30:03:614254]	STATE?	R:	[01:30:03:619504]	35
T:	[01:30:03:917921]	STATE?	R:	[01:30:03:918052]	35
T:	[01:30:04:224064]	STATE?	R:	[01:30:04:229363]	35
T:	[01:30:04:526381]	STATE?	R:	[01:30:04:547050]	35
T:	[01:30:04:843535]	STATE?	R:	[01:30:04:843716]	35
T:	[01:30:05:148521]	STATE?	R:	[01:30:05:158899]	3
T:	[01:30:05:466751]	STATE?	R:	[01:30:05:466904]	3
T:	[01:30:05:772888]	STATE?	R:	[01:30:05:793491]	3
T:	[01:30:06:079034]	STATE?	R:	[01:30:06:079184]	3
T:	[01:30:06:390421]	STATE?	R:	[01:30:06:395718]	3
T:	[01:30:06:696629]	STATE?	R:	[01:30:06:696836]	3
T:	[01:30:07:008999]	STATE?	R:	[01:30:07:009161]	3
T:	[01:30:07:311607]	STATE?	R:	[01:30:07:322151]	3
T:	[01:30:07:618458]	STATE?	R:	[01:30:07:618710]	3
T:	[01:30:07:921667]	STATE?	R:	[01:30:07:932081]	3
T:	[01:30:08:224975]	STATE?	R:	[01:30:08:235603]	3
T:	[01:30:08:531112]	STATE?	R:	[01:30:08:546409]	3
T:	[01:30:08:837705]	STATE?	R:	[01:30:08:858796]	5
T:	[01:30:09:173557]	STATE?	R:	[01:30:09:178796]	5
T:	[01:30:09:484656]	STATE?	R:	[01:30:09:499871]	5
T:	[01:30:09:790853]	STATE?	R:	[01:30:09:811598]	5
T:	[01:30:10:112067]	STATE?	R:	[01:30:10:117883]	5
T:	[01:30:10:418365]	STATE?	R:	[01:30:10:418492]	5
T:	[01:30:10:423936]	DUT_SERIAL_NB?	R:	[01:30:10:550829]	22\07\0912365

T:	[01:30:10:864165]	STATE?	R:	[01:30:10:864294]	5
T:	[01:30:10:874603]	MoveFromInpToHiPot	R:	[01:30:11:077453]	ACK
T:	[01:30:11:378885]	STATE?	R:	[01:30:11:379113]	5
T:	[01:30:11:681883]	STATE?	R:	[01:30:11:682025]	5
T:	[01:30:11:988745]	STATE?	R:	[01:30:11:989181]	5
T:	[01:30:12:293960]	STATE?	R:	[01:30:12:294108]	5
T:	[01:30:12:600062]	STATE?	R:	[01:30:12:600270]	5
T:	[01:30:12:905285]	STATE?	R:	[01:30:12:914615]	5
T:	[01:30:13:208584]	STATE?	R:	[01:30:13:208846]	5
T:	[01:30:13:513801]	STATE?	R:	[01:30:13:524293]	5
T:	[01:30:13:819848]	STATE?	R:	[01:30:13:820059]	5
T:	[01:30:14:121289]	STATE?	R:	[01:30:14:131776]	5
T:	[01:30:14:432340]	STATE?	R:	[01:30:14:432524]	5
T:	[01:30:14:734900]	STATE?	R:	[01:30:14:735044]	5
T:	[01:30:15:039435]	STATE?	R:	[01:30:15:039651]	4
T:	[01:30:15:340768]	STATE?	R:	[01:30:15:341122]	4
T:	[01:30:15:642674]	STATE?	R:	[01:30:15:642944]	4
T:	[01:30:15:948472]	STATE?	R:	[01:30:15:948676]	4
T:	[01:30:16:249554]	STATE?	R:	[01:30:16:249696]	4
T:	[01:30:16:551038]	STATE?	R:	[01:30:16:556507]	4
T:	[01:30:16:852811]	STATE?	R:	[01:30:16:852941]	4
T:	[01:30:17:156797]	STATE?	R:	[01:30:17:156985]	4
T:	[01:30:17:458798]	STATE?	R:	[01:30:17:459011]	4
T:	[01:30:17:760483]	STATE?	R:	[01:30:17:760693]	4
T:	[01:30:18:066551]	STATE?	R:	[01:30:18:066687]	4
T:	[01:30:18:372244]	STATE?	R:	[01:30:18:377562]	4
T:	[01:30:18:674836]	STATE?	R:	[01:30:18:680193]	4
T:	[01:30:18:981118]	STATE?	R:	[01:30:18:998495]	4
T:	[01:30:19:283387]	STATE?	R:	[01:30:19:283528]	4
T:	[01:30:19:593692]	STATE?	R:	[01:30:19:593833]	4
T:	[01:30:19:906960]	STATE?	R:	[01:30:19:912386]	6
T:	[01:30:20:218958]	STATE?	R:	[01:30:20:224607]	6
T:	[01:30:20:525955]	STATE?	R:	[01:30:20:531277]	6
T:	[01:30:20:845036]	STATE?	R:	[01:30:20:845220]	6
T:	[01:30:20:872240]	MoveFromLCRToNoGood	R:	[01:30:21:282460]	ACK
T:	[01:30:21:590841]	STATE?	R:	[01:30:21:596315]	6
T:	[01:30:21:901255]	STATE?	R:	[01:30:21:906843]	6
T:	[01:30:22:208477]	STATE?	R:	[01:30:22:208623]	6
T:	[01:30:22:512163]	STATE?	R:	[01:30:22:522457]	6
T:	[01:30:22:818276]	STATE?	R:	[01:30:22:818433]	6
T:	[01:30:23:122881]	STATE?	R:	[01:30:23:128113]	6
T:	[01:30:23:424601]	STATE?	R:	[01:30:23:435020]	6
T:	[01:30:23:729447]	STATE?	R:	[01:30:23:734959]	6
T:	[01:30:24:037924]	STATE?	R:	[01:30:24:059098]	6
T:	[01:30:24:344160]	STATE?	R:	[01:30:24:349485]	6
T:	[01:30:24:649740]	STATE?	R:	[01:30:24:661064]	6
T:	[01:30:24:956174]	STATE?	R:	[01:30:24:961452]	6
T:	[01:30:25:260933]	STATE?	R:	[01:30:25:266232]	6
T:	[01:30:25:569792]	STATE?	R:	[01:30:25:575204]	6
T:	[01:30:25:875849]	STATE?	R:	[01:30:25:881125]	6
T:	[01:30:26:182313]	STATE?	R:	[01:30:26:187598]	6
T:	[01:30:26:488415]	STATE?	R:	[01:30:26:493689]	6
T:	[01:30:26:793845]	STATE?	R:	[01:30:26:799064]	6
T:	[01:30:27:108532]	STATE?	R:	[01:30:27:113948]	6
T:	[01:30:27:414607]	STATE?	R:	[01:30:27:420099]	6
T:	[01:30:27:719014]	STATE?	R:	[01:30:27:729432]	6
T:	[01:30:28:025738]	STATE?	R:	[01:30:28:030960]	6
T:	[01:30:28:331586]	STATE?	R:	[01:30:28:342048]	6
T:	[01:30:28:632811]	STATE?	R:	[01:30:28:638029]	6
T:	[01:30:28:938796]	STATE?	R:	[01:30:28:944107]	6
T:	[01:30:29:247044]	STATE?	R:	[01:30:29:247189]	6
T:	[01:30:29:553076]	STATE?	R:	[01:30:29:553216]	6
T:	[01:30:29:858831]	STATE?	R:	[01:30:29:870103]	38
T:	[01:30:30:211343]	STATE?	R:	[01:30:30:211566]	38
T:	[01:30:30:514128]	STATE?	R:	[01:30:30:534649]	34
T:	[01:30:30:828348]	STATE?	R:	[01:30:30:828500]	34
T:	[01:30:31:133347]	STATE?	R:	[01:30:31:138566]	34
T:	[01:30:31:447791]	STATE?	R:	[01:30:31:447931]	34
T:	[01:30:31:758325]	STATE?	R:	[01:30:31:768822]	34
T:	[01:30:32:062677]	STATE?	R:	[01:30:32:067908]	34
T:	[01:30:32:375938]	STATE?	R:	[01:30:32:376073]	34
T:	[01:30:32:686979]	STATE?	R:	[01:30:32:687215]	34
T:	[01:30:32:992671]	STATE?	R:	[01:30:32:997963]	34
T:	[01:30:33:299096]	STATE?	R:	[01:30:33:304338]	2
T:	[01:30:33:600492]	STATE?	R:	[01:30:33:605868]	2
T:	[01:30:33:605992]	MoveFromHiPotToLCR	R:	[01:30:33:670900]	ACK
T:	[01:30:33:973874]	STATE?	R:	[01:30:33:974005]	2
T:	[01:30:34:278040]	STATE?	R:	[01:30:34:279054]	2
T:	[01:30:34:582154]	STATE?	R:	[01:30:34:582547]	2
T:	[01:30:34:887533]	STATE?	R:	[01:30:34:887675]	2
T:	[01:30:35:189670]	STATE?	R:	[01:30:35:195072]	2
T:	[01:30:35:496387]	STATE?	R:	[01:30:35:506683]	2
T:	[01:30:35:807744]	STATE?	R:	[01:30:35:807897]	2
T:	[01:30:36:114192]	STATE?	R:	[01:30:36:119467]	2
T:	[01:30:36:417074]	STATE?	R:	[01:30:36:417238]	2
T:	[01:30:36:720862]	STATE?	R:	[01:30:36:720998]	2
T:	[01:30:37:023663]	STATE?	R:	[01:30:37:034039]	2
T:	[01:30:37:327539]	STATE?	R:	[01:30:37:327698]	2
T:	[01:30:37:638472]	STATE?	R:	[01:30:37:649008]	2
T:	[01:30:37:940898]	STATE?	R:	[01:30:37:956866]	2
T:	[01:30:38:246493]	STATE?	R:	[01:30:38:246640]	2
T:	[01:30:38:557368]	STATE?	R:	[01:30:38:562923]	2
T:	[01:30:38:861033]	STATE?	R:	[01:30:38:876321]	2
T:	[01:30:39:168077]	STATE?	R:	[01:30:39:168217]	2
T:	[01:30:39:477717]	STATE?	R:	[01:30:39:477859]	2
T:	[01:30:39:780577]	STATE?	R:	[01:30:39:786174]	2
T:	[01:30:40:082421]	STATE?	R:	[01:30:40:087633]	2
T:	[01:30:40:398272]	STATE?	R:	[01:30:40:398416]	2
T:	[01:30:40:702344]	STATE?	R:	[01:30:40:712765]	2
T:	[01:30:41:006970]	STATE?	R:	[01:30:41:012215]	2
T:	[01:30:41:313632]	STATE?	R:	[01:30:41:318856]	2
T:	[01:30:41:619783]	STATE?	R:	[01:30:41:619916]	2
T:	[01:30:41:921406]	STATE?	R:	[01:30:41:926637]	2
T:	[01:30:42:222334]	STATE?	R:	[01:30:42:222498]	2
T:	[01:30:42:528266]	STATE?	R:	[01:30:42:533609]	2
T:	[01:30:42:834164]	STATE?	R:	[01:30:42:839393]	2
T:	[01:30:43:149839]	STATE?	R:	[01:30:43:149985]	2
T:	[01:30:43:457609]	STATE?	R:	[01:30:43:462819]	2
T:	[01:30:43:759803]	STATE?	R:	[01:30:43:759943]	2
T:	[01:30:44:065130]	STATE?	R:	[01:30:44:065273]	2
T:	[01:30:44:368669]	STATE?	R:	[01:30:44:373899]	2
T:	[01:30:44:688566]	STATE?	R:	[01:30:44:704066]	4
T:	[01:30:45:019646]	STATE?	R:	[01:30:45:025080]	4
T:	[01:30:45:322796]	STATE?	R:	[01:30:45:323172]	4
T:	[01:30:45:659309]	STATE?	R:	[01:30:45:659446]	4
T:	[01:30:45:965049]	STATE?	R:	[01:30:45:985715]	4
T:	[01:30:46:276323]	STATE?	R:	[01:30:46:292018]	4
T:	[01:30:46:584027]	STATE?	R:	[01:30:46:594208]	4
T:	[01:30:46:885203]	STATE?	R:	[01:30:46:885343]	4
T:	[01:30:47:196135]	STATE?	R:	[01:30:47:201372]	4
T:	[01:30:47:513116]	STATE?	R:	[01:30:47:574605]	4
T:	[01:30:47:816713]	STATE?	R:	[01:30:47:837560]	4
T:	[01:30:48:122663]	STATE?	R:	[01:30:48:127879]	4
T:	[01:30:48:441317]	STATE?	R:	[01:30:48:441497]	4
T:	[01:30:48:446992]	MoveFromLCRToNoGood	R:	[01:30:48:571823]	ACK
T:	[01:30:48:869707]	STATE?	R:	[01:30:48:870074]	4
T:	[01:30:49:173673]	STATE?	R:	[01:30:49:184566]	4
T:	[01:30:49:479905]	STATE?	R:	[01:30:49:490151]	4
T:	[01:30:49:787502]	STATE?	R:	[01:30:49:797942]	4
T:	[01:30:50:100180]	STATE?	R:	[01:30:50:110385]	4
T:	[01:30:50:406051]	STATE?	R:	[01:30:50:416387]	4
T:	[01:30:50:715212]	STATE?	R:	[01:30:50:725561]	4
T:	[01:30:51:021565]	STATE?	R:	[01:30:51:026822]	4
T:	[01:30:51:327703]	STATE?	R:	[01:30:51:333169]	4
T:	[01:30:51:633324]	STATE?	R:	[01:30:51:647812]	4
T:	[01:30:51:937247]	STATE?	R:	[01:30:51:947992]	4
T:	[01:30:52:244506]	STATE?	R:	[01:30:52:249737]	4
T:	[01:30:52:558175]	STATE?	R:	[01:30:52:568679]	4
T:	[01:30:52:864770]	STATE?	R:	[01:30:52:870338]	4
T:	[01:30:53:171086]	STATE?	R:	[01:30:53:181576]	4
T:	[01:30:53:472695]	STATE?	R:	[01:30:53:473181]	4
T:	[01:30:53:783818]	STATE?	R:	[01:30:53:783961]	4
T:	[01:30:54:089971]	STATE?	R:	[01:30:54:090127]	4
T:	[01:30:54:401218]	STATE?	R:	[01:30:54:406717]	4
T:	[01:30:54:706794]	STATE?	R:	[01:30:54:712023]	4
T:	[01:30:55:008782]	STATE?	R:	[01:30:55:019261]	4
T:	[01:30:55:314897]	STATE?	R:	[01:30:55:320498]	4
