T:	[04:51:32:837836]	*IDN?	R:	[04:51:32:998683]	ROBOT_PREMO, V1.0
T:	[04:56:59:344293]	STATE?	R:	[04:56:59:354892]	3
T:	[04:56:59:646762]	STATE?	R:	[04:56:59:651973]	3
T:	[04:56:59:958281]	STATE?	R:	[04:56:59:958408]	3
T:	[04:56:59:968615]	MoveFromHiPotToLCR	R:	[04:57:00:342883]	ACK
T:	[04:57:00:637097]	STATE?	R:	[04:57:00:642520]	3
T:	[04:57:00:942964]	STATE?	R:	[04:57:00:948237]	3
T:	[04:57:01:254380]	STATE?	R:	[04:57:01:264705]	3
T:	[04:57:01:563036]	STATE?	R:	[04:57:01:568269]	3
T:	[04:57:01:868728]	STATE?	R:	[04:57:01:879063]	3
T:	[04:57:02:180174]	STATE?	R:	[04:57:02:186286]	3
T:	[04:57:02:482838]	STATE?	R:	[04:57:02:483053]	3
T:	[04:57:02:789825]	STATE?	R:	[04:57:02:790838]	3
T:	[04:57:03:095289]	STATE?	R:	[04:57:03:095495]	3
T:	[04:57:03:397173]	STATE?	R:	[04:57:03:397310]	3
T:	[04:57:03:699091]	STATE?	R:	[04:57:03:699295]	3
T:	[04:57:04:004854]	STATE?	R:	[04:57:04:004996]	3
T:	[04:57:04:310297]	STATE?	R:	[04:57:04:310430]	3
T:	[04:57:04:612715]	STATE?	R:	[04:57:04:612858]	3
T:	[04:57:04:915287]	STATE?	R:	[04:57:04:915428]	3
T:	[04:57:05:221397]	STATE?	R:	[04:57:05:226671]	3
T:	[04:57:05:527573]	STATE?	R:	[04:57:05:532846]	3
T:	[04:57:05:844850]	STATE?	R:	[04:57:05:850066]	3
T:	[04:57:06:151003]	STATE?	R:	[04:57:06:151133]	3
T:	[04:57:06:453394]	STATE?	R:	[04:57:06:453535]	3
T:	[04:57:06:759578]	STATE?	R:	[04:57:06:759945]	3
T:	[04:57:07:063686]	STATE?	R:	[04:57:07:068965]	3
T:	[04:57:07:373818]	STATE?	R:	[04:57:07:379193]	3
T:	[04:57:07:679957]	STATE?	R:	[04:57:07:685285]	3
T:	[04:57:07:989163]	STATE?	R:	[04:57:08:001651]	3
T:	[04:57:08:294745]	STATE?	R:	[04:57:08:305145]	3
T:	[04:57:08:607620]	STATE?	R:	[04:57:08:607760]	3
T:	[04:57:08:913573]	STATE?	R:	[04:57:08:918857]	3
T:	[04:57:09:219947]	STATE?	R:	[04:57:09:220092]	3
T:	[04:57:09:526115]	STATE?	R:	[04:57:09:526248]	3
T:	[04:57:09:832524]	STATE?	R:	[04:57:09:837762]	3
T:	[04:57:10:144317]	STATE?	R:	[04:57:10:155076]	3
T:	[04:57:10:453354]	STATE?	R:	[04:57:10:453498]	5
T:	[04:57:10:785021]	STATE?	R:	[04:57:10:785202]	5
T:	[04:57:11:091576]	STATE?	R:	[04:57:11:091719]	5
T:	[04:57:11:397833]	STATE?	R:	[04:57:11:415415]	5
T:	[04:57:11:714917]	STATE?	R:	[04:57:11:725037]	5
T:	[04:57:12:028181]	STATE?	R:	[04:57:12:038528]	5
T:	[04:57:12:048840]	DUT_SERIAL_NB?	R:	[04:57:12:195223]	22\07\0912365

T:	[04:57:12:506508]	STATE?	R:	[04:57:12:517200]	5
T:	[04:57:12:517341]	MoveFromInpToHiPot	R:	[04:57:12:811096]	ACK
T:	[04:57:13:106982]	STATE?	R:	[04:57:13:112442]	5
T:	[04:57:13:413693]	STATE?	R:	[04:57:13:413965]	5
T:	[04:57:13:719876]	STATE?	R:	[04:57:13:720222]	5
T:	[04:57:14:038882]	STATE?	R:	[04:57:14:044111]	5
T:	[04:57:14:343069]	STATE?	R:	[04:57:14:348279]	5
T:	[04:57:14:644353]	STATE?	R:	[04:57:14:649765]	5
T:	[04:57:14:955222]	STATE?	R:	[04:57:14:965591]	5
T:	[04:57:15:265012]	STATE?	R:	[04:57:15:296263]	5
T:	[04:57:15:576667]	STATE?	R:	[04:57:15:587035]	5
T:	[04:57:15:882952]	STATE?	R:	[04:57:15:888169]	5
T:	[04:57:16:187135]	STATE?	R:	[04:57:16:193358]	5
T:	[04:57:16:489426]	STATE?	R:	[04:57:16:494667]	5
T:	[04:57:16:793641]	STATE?	R:	[04:57:16:793778]	5
T:	[04:57:17:099337]	STATE?	R:	[04:57:17:109617]	5
T:	[04:57:17:402186]	STATE?	R:	[04:57:17:402333]	5
T:	[04:57:17:704899]	STATE?	R:	[04:57:17:710170]	4
T:	[04:57:18:011008]	STATE?	R:	[04:57:18:021437]	4
T:	[04:57:18:316534]	STATE?	R:	[04:57:18:321824]	4
T:	[04:57:18:632906]	STATE?	R:	[04:57:18:638189]	4
T:	[04:57:18:937415]	STATE?	R:	[04:57:18:952827]	4
T:	[04:57:19:238603]	STATE?	R:	[04:57:19:243949]	4
T:	[04:57:19:544765]	STATE?	R:	[04:57:19:544904]	4
T:	[04:57:19:849292]	STATE?	R:	[04:57:19:849425]	4
T:	[04:57:20:154566]	STATE?	R:	[04:57:20:159785]	4
T:	[04:57:20:459544]	STATE?	R:	[04:57:20:460245]	4
T:	[04:57:20:791541]	STATE?	R:	[04:57:20:791736]	4
T:	[04:57:21:097123]	STATE?	R:	[04:57:21:102548]	4
T:	[04:57:21:417500]	STATE?	R:	[04:57:21:422747]	4
T:	[04:57:21:722959]	STATE?	R:	[04:57:21:728376]	4
T:	[04:57:22:026810]	STATE?	R:	[04:57:22:032031]	6
T:	[04:57:22:334698]	STATE?	R:	[04:57:22:334836]	6
T:	[04:57:22:640378]	STATE?	R:	[04:57:22:640508]	6
T:	[04:57:22:943915]	STATE?	R:	[04:57:22:944223]	6
T:	[04:57:22:949497]	MoveFromLCRToPowTow	R:	[04:57:23:095566]	ACK
T:	[04:57:23:398344]	STATE?	R:	[04:57:23:408918]	7
T:	[04:57:23:700912]	STATE?	R:	[04:57:23:711314]	7
T:	[04:57:24:005349]	STATE?	R:	[04:57:24:010836]	7
T:	[04:57:24:323644]	STATE?	R:	[04:57:24:329045]	7
T:	[04:57:24:627284]	STATE?	R:	[04:57:24:637444]	7
T:	[04:57:24:932648]	STATE?	R:	[04:57:24:932846]	7
T:	[04:57:25:236862]	STATE?	R:	[04:57:25:237065]	7
T:	[04:57:25:543156]	STATE?	R:	[04:57:25:553562]	7
T:	[04:57:25:847473]	STATE?	R:	[04:57:25:863313]	7
T:	[04:57:26:148985]	STATE?	R:	[04:57:26:154217]	7
T:	[04:57:26:455107]	STATE?	R:	[04:57:26:460415]	7
T:	[04:57:26:762450]	STATE?	R:	[04:57:26:762635]	7
T:	[04:57:27:068573]	STATE?	R:	[04:57:27:068775]	7
T:	[04:57:27:370331]	STATE?	R:	[04:57:27:375927]	7
T:	[04:57:27:673630]	STATE?	R:	[04:57:27:679192]	7
T:	[04:57:27:980547]	STATE?	R:	[04:57:27:981633]	7
T:	[04:57:28:288391]	STATE?	R:	[04:57:28:298694]	7
T:	[04:57:28:598229]	STATE?	R:	[04:57:28:598370]	7
T:	[04:57:28:904245]	STATE?	R:	[04:57:28:904384]	7
T:	[04:57:29:209262]	STATE?	R:	[04:57:29:214747]	7
T:	[04:57:29:515469]	STATE?	R:	[04:57:29:520702]	7
T:	[04:57:29:823570]	STATE?	R:	[04:57:29:849370]	7
T:	[04:57:30:126759]	STATE?	R:	[04:57:30:137151]	7
T:	[04:57:30:433579]	STATE?	R:	[04:57:30:438799]	7
T:	[04:57:30:737355]	STATE?	R:	[04:57:30:747888]	7
T:	[04:57:31:043436]	STATE?	R:	[04:57:31:059148]	7
T:	[04:57:31:345965]	STATE?	R:	[04:57:31:351398]	7
T:	[04:57:31:657274]	STATE?	R:	[04:57:31:657409]	7
T:	[04:57:31:961334]	STATE?	R:	[04:57:31:961470]	7
T:	[04:57:32:264886]	STATE?	R:	[04:57:32:275176]	7
T:	[04:57:32:576338]	STATE?	R:	[04:57:32:576488]	7
T:	[04:57:32:883768]	STATE?	R:	[04:57:32:894053]	7
T:	[04:57:33:187494]	STATE?	R:	[04:57:33:187635]	7
T:	[04:57:33:489177]	STATE?	R:	[04:57:33:499532]	7
T:	[04:57:33:794186]	STATE?	R:	[04:57:33:804549]	7
T:	[04:57:34:110792]	STATE?	R:	[04:57:34:110950]	11
T:	[04:57:34:456742]	STATE?	R:	[04:57:34:456878]	11
T:	[04:57:34:781917]	STATE?	R:	[04:57:34:782050]	11
T:	[04:57:35:083109]	STATE?	R:	[04:57:35:083243]	11
T:	[04:57:35:384465]	STATE?	R:	[04:57:35:384833]	11
T:	[04:57:35:390153]	MoveFromHiPotToLCR	R:	[04:57:35:604833]	ACK
T:	[04:57:35:910621]	STATE?	R:	[04:57:35:910761]	11
T:	[04:57:36:216832]	STATE?	R:	[04:57:36:216973]	11
T:	[04:57:36:520410]	STATE?	R:	[04:57:36:520539]	11
T:	[04:57:36:824957]	STATE?	R:	[04:57:36:825095]	11
T:	[04:57:37:136905]	STATE?	R:	[04:57:37:142129]	11
T:	[04:57:37:443179]	STATE?	R:	[04:57:37:448440]	11
T:	[04:57:37:748385]	STATE?	R:	[04:57:37:748515]	11
T:	[04:57:38:050510]	STATE?	R:	[04:57:38:050699]	11
T:	[04:57:38:355942]	STATE?	R:	[04:57:38:356087]	11
T:	[04:57:38:675149]	STATE?	R:	[04:57:38:680436]	11
T:	[04:57:38:989976]	STATE?	R:	[04:57:38:995411]	11
T:	[04:57:39:296029]	STATE?	R:	[04:57:39:312168]	11
T:	[04:57:39:603897]	STATE?	R:	[04:57:39:614323]	11
T:	[04:57:39:908197]	STATE?	R:	[04:57:39:908334]	11
T:	[04:57:40:210034]	STATE?	R:	[04:57:40:210166]	11
T:	[04:57:40:512771]	STATE?	R:	[04:57:40:512915]	11
T:	[04:57:40:819901]	STATE?	R:	[04:57:40:825137]	11
T:	[04:57:41:126481]	STATE?	R:	[04:57:41:147126]	11
T:	[04:57:41:440495]	STATE?	R:	[04:57:41:445711]	11
T:	[04:57:41:746239]	STATE?	R:	[04:57:41:751458]	11
T:	[04:57:42:052260]	STATE?	R:	[04:57:42:057493]	11
T:	[04:57:42:357766]	STATE?	R:	[04:57:42:368134]	11
T:	[04:57:42:661639]	STATE?	R:	[04:57:42:661778]	11
T:	[04:57:42:967856]	STATE?	R:	[04:57:42:967982]	11
T:	[04:57:43:275974]	STATE?	R:	[04:57:43:286260]	11
T:	[04:57:43:584990]	STATE?	R:	[04:57:43:590499]	11
T:	[04:57:43:891358]	STATE?	R:	[04:57:43:911930]	11
T:	[04:57:44:214111]	STATE?	R:	[04:57:44:219340]	11
T:	[04:57:44:521015]	STATE?	R:	[04:57:44:526239]	11
T:	[04:57:44:825310]	STATE?	R:	[04:57:44:825447]	11
T:	[04:57:45:131439]	STATE?	R:	[04:57:45:131568]	11
T:	[04:57:45:434079]	STATE?	R:	[04:57:45:434224]	11
T:	[04:57:45:736273]	STATE?	R:	[04:57:45:741492]	11
T:	[04:57:46:039525]	STATE?	R:	[04:57:46:045104]	11
T:	[04:57:46:345937]	STATE?	R:	[04:57:46:351171]	11
T:	[04:57:46:650464]	STATE?	R:	[04:57:46:655680]	11
T:	[04:57:46:960724]	STATE?	R:	[04:57:46:960854]	11
T:	[04:57:47:272160]	STATE?	R:	[04:57:47:282442]	11
T:	[04:57:47:578366]	STATE?	R:	[04:57:47:583589]	11
T:	[04:57:47:892009]	STATE?	R:	[04:57:47:897233]	11
T:	[04:57:48:196727]	STATE?	R:	[04:57:48:197827]	13
T:	[04:57:48:549749]	STATE?	R:	[04:57:48:554965]	13
T:	[04:57:48:856336]	STATE?	R:	[04:57:48:866497]	13
T:	[04:57:49:159543]	STATE?	R:	[04:57:49:164744]	13
T:	[04:57:49:187471]	DUT_SERIAL_NB?	R:	[04:57:49:359150]	22\07\0912365

T:	[04:57:49:674648]	STATE?	R:	[04:57:49:685198]	13
T:	[04:57:49:721358]	MoveFromInpToHiPot	R:	[04:57:49:897182]	ACK
T:	[04:57:50:205512]	STATE?	R:	[04:57:50:215846]	13
T:	[04:57:50:506688]	STATE?	R:	[04:57:50:506824]	13
T:	[04:57:50:821074]	STATE?	R:	[04:57:50:831433]	13
T:	[04:57:51:126958]	STATE?	R:	[04:57:51:132227]	13
T:	[04:57:51:434253]	STATE?	R:	[04:57:51:439714]	13
T:	[04:57:51:735739]	STATE?	R:	[04:57:51:746101]	13
T:	[04:57:52:041665]	STATE?	R:	[04:57:52:051927]	13
T:	[04:57:52:347057]	STATE?	R:	[04:57:52:357413]	13
T:	[04:57:52:649171]	STATE?	R:	[04:57:52:649308]	13
T:	[04:57:52:960505]	STATE?	R:	[04:57:52:960691]	13
T:	[04:57:53:265717]	STATE?	R:	[04:57:53:276024]	13
T:	[04:57:53:576310]	STATE?	R:	[04:57:53:584438]	13
T:	[04:57:53:878703]	STATE?	R:	[04:57:53:878841]	12
T:	[04:57:54:184624]	STATE?	R:	[04:57:54:184761]	12
T:	[04:57:54:490769]	STATE?	R:	[04:57:54:490906]	12
T:	[04:57:54:794842]	STATE?	R:	[04:57:54:805121]	12
T:	[04:57:55:110387]	STATE?	R:	[04:57:55:120759]	12
T:	[04:57:55:416572]	STATE?	R:	[04:57:55:416702]	12
T:	[04:57:55:723483]	STATE?	R:	[04:57:55:733787]	12
T:	[04:57:56:026416]	STATE?	R:	[04:57:56:026585]	12
T:	[04:57:56:331346]	STATE?	R:	[04:57:56:331476]	12
T:	[04:57:56:636871]	STATE?	R:	[04:57:56:637008]	12
T:	[04:57:56:939073]	STATE?	R:	[04:57:56:939215]	12
T:	[04:57:57:240375]	STATE?	R:	[04:57:57:240511]	12
T:	[04:57:57:549409]	STATE?	R:	[04:57:57:549755]	12
T:	[04:57:57:850764]	STATE?	R:	[04:57:57:850910]	12
T:	[04:57:58:152883]	STATE?	R:	[04:57:58:153026]	12
T:	[04:57:58:478158]	STATE?	R:	[04:57:58:483392]	12
T:	[04:57:59:153511]	STATE?	R:	[04:57:59:163980]	12
T:	[04:57:59:468613]	STATE?	R:	[04:57:59:484583]	14
T:	[04:57:59:779419]	STATE?	R:	[04:57:59:784633]	14
T:	[04:58:00:080555]	STATE?	R:	[04:58:00:080729]	14
T:	[04:58:00:393873]	STATE?	R:	[04:58:00:399095]	14
T:	[04:58:00:696385]	STATE?	R:	[04:58:00:706957]	14
T:	[04:58:01:008827]	STATE?	R:	[04:58:01:052167]	14
T:	[04:58:01:320495]	STATE?	R:	[04:58:01:330773]	14
T:	[04:58:01:622506]	STATE?	R:	[04:58:01:648348]	14
T:	[04:58:01:932779]	STATE?	R:	[04:58:01:937988]	14
T:	[04:58:02:266677]	STATE?	R:	[04:58:02:318021]	14
T:	[04:58:02:584417]	STATE?	R:	[04:58:02:590734]	14
T:	[04:58:02:890247]	STATE?	R:	[04:58:02:905500]	14
T:	[04:58:03:200669]	STATE?	R:	[04:58:03:200804]	14
T:	[04:58:03:504491]	STATE?	R:	[04:58:03:504624]	14
T:	[04:58:03:817540]	STATE?	R:	[04:58:03:817677]	14
T:	[04:58:04:120466]	STATE?	R:	[04:58:04:120645]	14
T:	[04:58:04:423204]	STATE?	R:	[04:58:04:423334]	14
T:	[04:58:04:754771]	STATE?	R:	[04:58:04:754898]	14
T:	[04:58:05:058482]	STATE?	R:	[04:58:05:068822]	14
T:	[04:58:05:364111]	STATE?	R:	[04:58:05:369860]	14
T:	[04:58:05:669871]	STATE?	R:	[04:58:05:669998]	14
T:	[04:58:05:984409]	STATE?	R:	[04:58:05:984536]	14
T:	[04:58:06:290670]	STATE?	R:	[04:58:06:306368]	14
T:	[04:58:06:592671]	STATE?	R:	[04:58:06:592808]	14
T:	[04:58:06:899158]	STATE?	R:	[04:58:06:899486]	14
T:	[04:58:07:211882]	STATE?	R:	[04:58:07:212026]	14
T:	[04:58:07:519847]	STATE?	R:	[04:58:07:519974]	14
T:	[04:58:07:828797]	STATE?	R:	[04:58:07:829153]	14
T:	[04:58:08:138330]	STATE?	R:	[04:58:08:138457]	14
T:	[04:58:08:442536]	STATE?	R:	[04:58:08:442659]	14
T:	[04:58:08:772588]	STATE?	R:	[04:58:08:772725]	14
T:	[04:58:09:083171]	STATE?	R:	[04:58:09:083301]	14
T:	[04:58:09:384618]	STATE?	R:	[04:58:09:390074]	14
T:	[04:58:09:690168]	STATE?	R:	[04:58:09:690296]	14
T:	[04:58:09:995063]	STATE?	R:	[04:58:10:001329]	14
T:	[04:58:10:310612]	STATE?	R:	[04:58:10:310736]	14
T:	[04:58:10:616626]	STATE?	R:	[04:58:10:616760]	14
T:	[04:58:10:919527]	STATE?	R:	[04:58:10:924740]	14
T:	[04:58:11:222620]	STATE?	R:	[04:58:11:233007]	14
T:	[04:58:11:525144]	STATE?	R:	[04:58:11:525272]	14
T:	[04:58:11:841575]	STATE?	R:	[04:58:11:857481]	14
T:	[04:58:12:147802]	STATE?	R:	[04:58:12:147930]	14
T:	[04:58:12:449065]	STATE?	R:	[04:58:12:459590]	14
T:	[04:58:12:756557]	STATE?	R:	[04:58:12:772289]	14
T:	[04:58:13:059402]	STATE?	R:	[04:58:13:095783]	14
T:	[04:58:13:367368]	STATE?	R:	[04:58:13:367494]	14
T:	[04:58:13:671611]	STATE?	R:	[04:58:13:671741]	14
T:	[04:58:13:980170]	STATE?	R:	[04:58:13:980294]	14
T:	[04:58:14:290813]	STATE?	R:	[04:58:14:296150]	14
T:	[04:58:14:594805]	STATE?	R:	[04:58:14:605912]	14
T:	[04:58:14:900244]	STATE?	R:	[04:58:14:905456]	14
T:	[04:58:15:213431]	STATE?	R:	[04:58:15:218650]	14
T:	[04:58:15:518078]	STATE?	R:	[04:58:15:523294]	14
T:	[04:58:15:822400]	STATE?	R:	[04:58:15:822788]	14
T:	[04:58:16:135781]	STATE?	R:	[04:58:16:140991]	14
T:	[04:58:16:442572]	STATE?	R:	[04:58:16:447975]	14
T:	[04:58:16:746122]	STATE?	R:	[04:58:16:756642]	14
T:	[04:58:17:052258]	STATE?	R:	[04:58:17:052382]	14
T:	[04:58:17:362864]	STATE?	R:	[04:58:17:362997]	14
T:	[04:58:17:678255]	STATE?	R:	[04:58:17:683710]	14
T:	[04:58:17:984180]	STATE?	R:	[04:58:17:989396]	14
T:	[04:58:18:290016]	STATE?	R:	[04:58:18:295230]	14
T:	[04:58:18:593498]	STATE?	R:	[04:58:18:598720]	14
T:	[04:58:18:896675]	STATE?	R:	[04:58:18:901947]	14
T:	[04:58:19:202840]	STATE?	R:	[04:58:19:208246]	14
T:	[04:58:19:514325]	STATE?	R:	[04:58:19:519543]	14
T:	[04:58:19:840112]	STATE?	R:	[04:58:19:860648]	14
T:	[04:58:20:145534]	STATE?	R:	[04:58:20:145807]	14
T:	[04:58:20:451596]	STATE?	R:	[04:58:20:457035]	14
T:	[04:58:20:756234]	STATE?	R:	[04:58:20:787701]	14
T:	[04:58:21:061669]	STATE?	R:	[04:58:21:072477]	14
T:	[04:58:21:365767]	STATE?	R:	[04:58:21:370999]	14
T:	[04:58:21:667023]	STATE?	R:	[04:58:21:667156]	14
T:	[04:58:21:968617]	STATE?	R:	[04:58:21:968748]	14
T:	[04:58:22:273194]	STATE?	R:	[04:58:22:278466]	14
T:	[04:58:22:579401]	STATE?	R:	[04:58:22:591738]	14
T:	[04:58:22:887922]	STATE?	R:	[04:58:22:888046]	14
T:	[04:58:23:191450]	STATE?	R:	[04:58:23:206803]	14
T:	[04:58:23:499054]	STATE?	R:	[04:58:23:499389]	14
T:	[04:58:23:801692]	STATE?	R:	[04:58:23:801823]	14
T:	[04:58:24:104511]	STATE?	R:	[04:58:24:109715]	14
T:	[04:58:24:425751]	STATE?	R:	[04:58:24:430950]	14
T:	[04:58:24:737728]	STATE?	R:	[04:58:24:742951]	14
T:	[04:58:25:052281]	STATE?	R:	[04:58:25:068044]	14
T:	[04:58:25:354168]	STATE?	R:	[04:58:25:359381]	14
T:	[04:58:25:688123]	STATE?	R:	[04:58:25:714014]	14
T:	[04:58:25:999489]	STATE?	R:	[04:58:25:999621]	14
T:	[04:58:26:304342]	STATE?	R:	[04:58:26:330165]	14
T:	[04:58:26:626449]	STATE?	R:	[04:58:26:626575]	14
T:	[04:58:26:942145]	STATE?	R:	[04:58:26:942273]	14
T:	[04:58:27:247397]	STATE?	R:	[04:58:27:257974]	14
T:	[04:58:27:549011]	STATE?	R:	[04:58:27:549142]	14
T:	[04:58:27:858909]	STATE?	R:	[04:58:27:859032]	14
T:	[04:58:28:164832]	STATE?	R:	[04:58:28:170285]	14
T:	[04:58:28:479519]	STATE?	R:	[04:58:28:484732]	14
T:	[04:58:28:727217]	LaserPrint 22/07/2700001	R:	[04:58:29:057433]	ACK
T:	[04:58:29:057605]	STATE?	R:	[04:58:29:062821]	14
T:	[04:58:29:372410]	STATE?	R:	[04:58:29:382751]	78
T:	[04:58:29:681912]	STATE?	R:	[04:58:29:687387]	78
T:	[04:58:29:697680]	MoveFromPowTowToOKparts	R:	[04:58:29:938800]	ACK
T:	[04:58:30:241617]	STATE?	R:	[04:58:30:252274]	78
T:	[04:58:30:554819]	STATE?	R:	[04:58:30:565163]	78
T:	[04:58:30:869160]	STATE?	R:	[04:58:30:879508]	78
T:	[04:58:31:175198]	STATE?	R:	[04:58:31:180443]	78
T:	[04:58:31:495848]	STATE?	R:	[04:58:31:506138]	78
T:	[04:58:31:801935]	STATE?	R:	[04:58:31:802091]	14
T:	[04:58:32:107365]	STATE?	R:	[04:58:32:112893]	14
T:	[04:58:32:413037]	STATE?	R:	[04:58:32:423355]	14
T:	[04:58:32:715805]	STATE?	R:	[04:58:32:716432]	14
T:	[04:58:33:019535]	STATE?	R:	[04:58:33:030303]	14
T:	[04:58:33:320621]	STATE?	R:	[04:58:33:336188]	14
T:	[04:58:33:622628]	STATE?	R:	[04:58:33:643247]	14
T:	[04:58:33:949287]	STATE?	R:	[04:58:33:954746]	14
T:	[04:58:34:251922]	STATE?	R:	[04:58:34:252080]	14
T:	[04:58:34:554170]	STATE?	R:	[04:58:34:559670]	14
T:	[04:58:34:860534]	STATE?	R:	[04:58:34:870849]	14
